,service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,ObjectId
277324,2018/04/07 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,30530.0,38881.0,,277325
277325,2018/04/07 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,27216.0,33303.0,,277326
277352,2018/04/07 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41276.0,42197.0,,277353
277392,2018/04/06 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,34807.0,36680.0,,277393
277393,2018/04/06 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,20276.0,20632.0,,277394
277463,2018/04/08 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,31518.0,31688.0,,277464
277492,2018/04/06 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,93230.0,103526.0,,277493
277497,2018/04/06 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,76548.0,81354.0,,277498
277501,2018/04/06 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,98527.0,104399.0,,277502
277505,2018/04/06 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,77090.0,81473.0,,277506
277509,2018/04/06 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29909.0,37366.0,,277510
277513,2018/04/06 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17496.0,22653.0,,277514
277517,2018/04/06 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,25090.0,31331.0,,277518
277521,2018/04/06 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,14970.0,19731.0,,277522
277525,2018/04/06 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23112.0,28354.0,,277526
277529,2018/04/06 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13992.0,17758.0,,277530
277533,2018/04/06 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,19676.0,23813.0,,277534
277534,2018/04/06 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10440.0,13186.0,,277535
277635,2018/04/05 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,24410.0,29952.0,,277636
277643,2018/04/05 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16445.0,20264.0,,277644
277651,2018/04/05 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23268.0,28480.0,,277652
277696,2018/04/05 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,93926.0,103508.0,,277697
277697,2018/04/05 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,73065.0,77804.0,,277698
277698,2018/04/05 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,99795.0,104480.0,,277699
277699,2018/04/05 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,78520.0,82027.0,,277700
277700,2018/04/05 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29554.0,37437.0,,277701
277701,2018/04/05 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18522.0,23397.0,,277702
277706,2018/04/05 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,14428.0,17637.0,,277707
277715,2018/04/05 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20479.0,24384.0,,277716
277722,2018/04/05 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10888.0,13496.0,,277723
277968,2018/04/05 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,33541.0,36503.0,,277969
277971,2018/04/05 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,20027.0,20786.0,,277972
278126,2018/04/04 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,34369.0,36434.0,,278127
278129,2018/04/04 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,19369.0,20732.0,,278130
278235,2018/04/04 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,97897.0,105446.0,,278236
278240,2018/04/04 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,76720.0,82846.0,,278241
278275,2018/04/04 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,96482.0,102432.0,,278276
278277,2018/04/04 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,75815.0,80321.0,,278278
278279,2018/04/04 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,30212.0,37529.0,,278280
278281,2018/04/04 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18014.0,23233.0,,278282
278284,2018/04/04 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22298.0,27237.0,,278285
278288,2018/04/04 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12724.0,17403.0,,278289
278292,2018/04/04 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22139.0,27561.0,,278293
278296,2018/04/04 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13878.0,17481.0,,278297
278300,2018/04/04 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20353.0,24658.0,,278301
278304,2018/04/04 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11303.0,14062.0,,278305
278440,2018/04/03 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,92597.0,101315.0,,278441
278441,2018/04/03 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,75699.0,80025.0,,278442
278442,2018/04/03 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,98133.0,104217.0,,278443
278443,2018/04/03 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,78492.0,81937.0,,278444
278444,2018/04/03 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29940.0,36813.0,,278445
278445,2018/04/03 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,19065.0,22959.0,,278446
278446,2018/04/03 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,24956.0,30688.0,,278447
278447,2018/04/03 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15201.0,19642.0,,278448
278448,2018/04/03 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15060.0,18392.0,,278449
278449,2018/04/03 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23247.0,28189.0,,278450
278450,2018/04/03 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20116.0,24712.0,,278451
278451,2018/04/03 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11288.0,13669.0,,278452
278706,2018/04/03 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,35012.0,36546.0,,278707
278707,2018/04/03 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,20154.0,20681.0,,278708
278823,2018/04/02 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,34706.0,36461.0,,278824
278878,2018/04/02 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,20397.0,20757.0,,278879
278990,2018/04/02 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,94092.0,103028.0,,278991
278996,2018/04/02 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,75521.0,81516.0,,278997
279044,2018/04/02 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,91867.0,99336.0,,279045
279049,2018/04/02 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,63194.0,68358.0,,279050
279054,2018/04/02 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29809.0,36500.0,,279055
279059,2018/04/02 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,20068.0,24452.0,,279060
279074,2018/04/02 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,24627.0,30653.0,,279075
279077,2018/04/02 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16390.0,19465.0,,279078
279081,2018/04/02 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23693.0,29345.0,,279082
279085,2018/04/02 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13707.0,17586.0,,279086
279089,2018/04/02 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20179.0,24006.0,,279090
279093,2018/04/02 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11449.0,13529.0,,279094
279233,2018/04/01 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,31238.0,31592.0,,279234
279382,2018/03/31 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,99487.0,107053.0,,279383
279388,2018/03/31 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,80427.0,84846.0,,279389
279394,2018/03/31 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,37159.0,44416.0,,279395
279408,2018/04/01 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,28125.0,32158.0,,279409
279409,2018/04/01 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22474.0,27011.0,,279410
279410,2018/04/01 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,24449.0,29210.0,,279411
279432,2018/03/31 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,30181.0,37002.0,,279433
279465,2018/03/31 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,33330.0,41274.0,,279466
279468,2018/03/31 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,27001.0,31949.0,,279469
279500,2018/03/31 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40517.0,42098.0,,279501
279621,2018/03/30 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,94048.0,102475.0,,279622
279622,2018/03/30 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,69462.0,81221.0,,279623
279623,2018/03/30 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,99041.0,104194.0,,279624
279624,2018/03/30 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,76459.0,81592.0,,279625
279625,2018/03/30 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,30855.0,37760.0,,279626
279626,2018/03/30 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,19183.0,23559.0,,279627
279627,2018/03/30 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,24177.0,30206.0,,279628
279628,2018/03/30 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15883.0,19435.0,,279629
279629,2018/03/30 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23139.0,29119.0,,279630
279630,2018/03/30 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13522.0,17176.0,,279631
279631,2018/03/30 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,19861.0,24462.0,,279632
279632,2018/03/30 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11776.0,14303.0,,279633
279691,2018/03/30 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,33701.0,36277.0,,279692
279749,2018/03/30 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,20113.0,20846.0,,279750
279971,2018/03/29 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,93703.0,101171.0,,279972
279973,2018/03/29 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,70079.0,78645.0,,279974
279975,2018/03/29 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,97076.0,101917.0,,279976
279977,2018/03/29 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,77384.0,80886.0,,279978
279979,2018/03/29 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29617.0,36622.0,,279980
279981,2018/03/29 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18733.0,23489.0,,279982
279983,2018/03/29 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,24591.0,30265.0,,279984
279985,2018/03/29 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,14751.0,18773.0,,279986
279986,2018/03/29 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22914.0,28485.0,,279987
279987,2018/03/29 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13268.0,17866.0,,279988
279988,2018/03/29 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,19883.0,24434.0,,279989
279989,2018/03/29 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10743.0,13137.0,,279990
280027,2018/03/29 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,34241.0,35876.0,,280028
280028,2018/03/29 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,19974.0,20660.0,,280029
280151,2018/03/28 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,95800.0,104017.0,,280152
280197,2018/03/28 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,73660.0,79296.0,,280198
280201,2018/03/28 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,96995.0,103210.0,,280202
280206,2018/03/28 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,78323.0,83251.0,,280207
280210,2018/03/28 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29580.0,35261.0,,280211
280214,2018/03/28 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18403.0,23138.0,,280215
280218,2018/03/28 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23274.0,28911.0,,280219
280221,2018/03/28 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,14598.0,18646.0,,280222
280225,2018/03/28 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21647.0,26578.0,,280226
280230,2018/03/28 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12443.0,16187.0,,280231
280235,2018/03/28 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,18627.0,22880.0,,280236
280240,2018/03/28 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10514.0,12683.0,,280241
280306,2018/03/28 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,34472.0,36279.0,,280307
280410,2018/03/28 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,19515.0,20156.0,,280411
280681,2018/03/27 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,33842.0,36577.0,,280682
280684,2018/03/27 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,19978.0,20755.0,,280685
280710,2018/03/27 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,93666.0,102861.0,,280711
280711,2018/03/27 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,74755.0,80947.0,,280712
280712,2018/03/27 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,97790.0,102491.0,,280713
280713,2018/03/27 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,77915.0,80936.0,,280714
280714,2018/03/27 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29243.0,35742.0,,280715
280715,2018/03/27 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18812.0,23549.0,,280716
280716,2018/03/27 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22588.0,27890.0,,280717
280717,2018/03/27 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13750.0,17311.0,,280718
280718,2018/03/27 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22013.0,27297.0,,280719
280719,2018/03/27 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13389.0,17155.0,,280720
280720,2018/03/27 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,19443.0,23445.0,,280721
280721,2018/03/27 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10607.0,12439.0,,280722
280940,2018/03/26 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,92988.0,101527.0,,280941
280946,2018/03/26 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,72895.0,79007.0,,280947
280952,2018/03/26 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,97748.0,102992.0,,280953
280991,2018/03/26 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,76672.0,80756.0,,280992
281035,2018/03/26 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,28388.0,34309.0,,281036
281039,2018/03/26 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18260.0,22045.0,,281040
281082,2018/03/26 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22088.0,28028.0,,281083
281084,2018/03/26 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,14969.0,18858.0,,281085
281087,2018/03/26 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20948.0,26072.0,,281088
281090,2018/03/26 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13381.0,17202.0,,281091
281093,2018/03/26 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17808.0,22216.0,,281094
281096,2018/03/26 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10403.0,12619.0,,281097
281193,2018/03/26 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,34189.0,35434.0,,281194
281194,2018/03/26 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,20257.0,20752.0,,281195
281341,2018/03/25 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,30627.0,31427.0,,281342
281517,2018/03/25 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,62007.0,68934.0,,281518
281518,2018/03/25 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,63209.0,64216.0,,281519
281519,2018/03/25 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,25060.0,29950.0,,281520
281520,2018/03/25 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20093.0,24585.0,,281521
281521,2018/03/25 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21647.0,26765.0,,281522
281522,2018/03/25 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17772.0,21902.0,,281523
281619,2018/03/24 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,85197.0,95141.0,,281620
281621,2018/03/24 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,89550.0,92437.0,,281622
281623,2018/03/24 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,34001.0,40022.0,,281624
281626,2018/03/24 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,27350.0,34446.0,,281627
281628,2018/03/23 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,35258.0,36670.0,,281629
281630,2018/03/24 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,25970.0,33458.0,,281631
281633,2018/03/23 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,20401.0,20659.0,,281634
281635,2018/03/24 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,26494.0,32861.0,,281636
281877,2018/03/23 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,89657.0,97929.0,,281878
281878,2018/03/23 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,73521.0,81036.0,,281879
281879,2018/03/23 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,98914.0,104951.0,,281880
281880,2018/03/23 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,73524.0,77880.0,,281881
281881,2018/03/23 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29247.0,35206.0,,281882
281882,2018/03/23 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18474.0,22086.0,,281883
281883,2018/03/23 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22674.0,27921.0,,281884
281884,2018/03/23 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15097.0,18778.0,,281885
281885,2018/03/23 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,20943.0,26199.0,,281886
281886,2018/03/23 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13229.0,17030.0,,281887
281887,2018/03/23 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17193.0,21798.0,,281888
281888,2018/03/23 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10007.0,12473.0,,281889
281971,2018/03/24 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40639.0,41983.0,,281972
282177,2018/03/22 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,91106.0,99094.0,,282178
282178,2018/03/22 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,74740.0,80911.0,,282179
282179,2018/03/22 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,101025.0,104751.0,,282180
282180,2018/03/22 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,78534.0,80749.0,,282181
282181,2018/03/22 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,29960.0,36243.0,,282182
282182,2018/03/22 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,19037.0,22838.0,,282183
282183,2018/03/22 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23354.0,28715.0,,282184
