,service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,ObjectId
153229,2019/05/22 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4481.0,5182.0,,153230
153307,2019/05/23 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6795.0,8115.0,,153308
153308,2019/05/23 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4367.0,5208.0,,153309
153337,2019/05/23 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41611.0,43275.0,,153338
153338,2019/05/23 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28174.0,28671.0,,153339
153707,2019/05/22 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40659.0,43158.0,,153708
153708,2019/05/22 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27665.0,28531.0,,153709
153884,2019/05/21 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,103608.0,116818.0,,153885
153885,2019/05/21 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,90584.0,99232.0,,153886
153886,2019/05/21 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,88210.0,95212.0,,153887
153887,2019/05/21 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,77547.0,80803.0,,153888
153888,2019/05/21 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23348.0,27693.0,,153889
153889,2019/05/21 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,15479.0,18856.0,,153890
153890,2019/05/21 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15643.0,20386.0,,153891
153891,2019/05/21 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11370.0,15285.0,,153892
153892,2019/05/21 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15461.0,18193.0,,153893
153893,2019/05/21 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10831.0,12529.0,,153894
153894,2019/05/21 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6927.0,8229.0,,153895
153895,2019/05/21 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4423.0,5245.0,,153896
153971,2019/05/21 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39765.0,42719.0,,153972
153972,2019/05/21 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28409.0,28892.0,,153973
154351,2019/05/20 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,111225.0,122927.0,,154352
154352,2019/05/20 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,97662.0,107729.0,,154353
154353,2019/05/20 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,88122.0,94748.0,,154354
154354,2019/05/20 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,74897.0,79489.0,,154355
154355,2019/05/20 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23209.0,27250.0,,154356
154356,2019/05/20 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16356.0,19476.0,,154357
154357,2019/05/20 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15508.0,19067.0,,154358
154358,2019/05/20 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12089.0,14911.0,,154359
154359,2019/05/20 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15514.0,18405.0,,154360
154360,2019/05/20 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12529.0,14631.0,,154361
154361,2019/05/20 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7370.0,8584.0,,154362
154362,2019/05/20 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4240.0,4801.0,,154363
154391,2019/05/20 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41559.0,43359.0,,154392
154392,2019/05/20 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28088.0,28476.0,,154393
154555,2019/05/19 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,33577.0,34220.0,,154556
154673,2019/05/19 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,53908.0,58698.0,,154674
154674,2019/05/19 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,46885.0,48620.0,,154675
154675,2019/05/19 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16646.0,19412.0,,154676
154676,2019/05/19 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,12301.0,14788.0,,154677
154677,2019/05/19 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14633.0,17491.0,,154678
154678,2019/05/19 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,4593.0,5258.0,,154679
154800,2019/05/18 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,73739.0,82240.0,,154801
154802,2019/05/18 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,65244.0,68661.0,,154803
154803,2019/05/18 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,26974.0,32009.0,,154804
154804,2019/05/18 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,18223.0,22025.0,,154805
154805,2019/05/18 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,21072.0,25382.0,,154806
154806,2019/05/18 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,3757.0,4404.0,,154807
154835,2019/05/18 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,42929.0,44754.0,,154836
155157,2019/05/17 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,112659.0,121399.0,,155158
155158,2019/05/17 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,100484.0,107849.0,,155159
155159,2019/05/17 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,88426.0,93881.0,,155160
155160,2019/05/17 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,74085.0,79412.0,,155161
155161,2019/05/17 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23635.0,27867.0,,155162
155162,2019/05/17 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17641.0,21016.0,,155163
155163,2019/05/17 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16326.0,20288.0,,155164
155164,2019/05/17 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13304.0,15734.0,,155165
155165,2019/05/17 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14668.0,17857.0,,155166
155166,2019/05/17 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11099.0,13347.0,,155167
155167,2019/05/17 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6358.0,7754.0,,155168
155168,2019/05/17 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4213.0,5227.0,,155169
155197,2019/05/17 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41369.0,43388.0,,155198
155198,2019/05/17 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27711.0,28597.0,,155199
155234,2019/05/16 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,109992.0,120663.0,,155235
155235,2019/05/16 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,94163.0,103066.0,,155236
155236,2019/05/16 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,87189.0,95533.0,,155237
155237,2019/05/16 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,74297.0,78656.0,,155238
155238,2019/05/16 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22674.0,26533.0,,155239
155239,2019/05/16 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16111.0,20154.0,,155240
155240,2019/05/16 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16525.0,19690.0,,155241
155241,2019/05/16 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13239.0,15650.0,,155242
155242,2019/05/16 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15977.0,19141.0,,155243
155243,2019/05/16 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12334.0,14385.0,,155244
155244,2019/05/16 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4030.0,4999.0,,155245
155245,2019/05/16 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6373.0,8027.0,,155246
155273,2019/05/16 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41247.0,42788.0,,155274
155274,2019/05/16 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27989.0,28645.0,,155275
155648,2019/05/15 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,72016.0,78414.0,,155649
155654,2019/05/15 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,110667.0,123061.0,,155655
155655,2019/05/15 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,97557.0,103065.0,,155656
155656,2019/05/15 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,88384.0,95964.0,,155657
155756,2019/05/15 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23673.0,27398.0,,155757
155757,2019/05/15 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17934.0,20671.0,,155758
155758,2019/05/15 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16138.0,19497.0,,155759
155759,2019/05/15 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,13368.0,15578.0,,155760
155760,2019/05/15 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14651.0,17680.0,,155761
155761,2019/05/15 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11068.0,12777.0,,155762
155762,2019/05/15 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,7104.0,8356.0,,155763
155763,2019/05/15 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4710.0,5292.0,,155764
155792,2019/05/15 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41218.0,43361.0,,155793
155793,2019/05/15 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28131.0,28724.0,,155794
156008,2019/05/14 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40749.0,42375.0,,156009
156009,2019/05/14 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28313.0,28776.0,,156010
156123,2019/05/14 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99565.0,104380.0,,156124
156124,2019/05/14 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,107952.0,117358.0,,156125
156125,2019/05/14 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,89435.0,94746.0,,156126
156126,2019/05/14 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,76147.0,80696.0,,156127
156127,2019/05/14 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23562.0,27729.0,,156128
156128,2019/05/14 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,16508.0,18710.0,,156129
156129,2019/05/14 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16205.0,20121.0,,156130
156130,2019/05/14 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11733.0,14586.0,,156131
156131,2019/05/14 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15440.0,17866.0,,156132
156132,2019/05/14 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12047.0,14108.0,,156133
156133,2019/05/14 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6975.0,8394.0,,156134
156134,2019/05/14 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4787.0,5679.0,,156135
156443,2019/05/13 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,112082.0,123976.0,,156444
156444,2019/05/13 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,95192.0,106266.0,,156445
156445,2019/05/13 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,88935.0,94866.0,,156446
156446,2019/05/13 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,78341.0,80800.0,,156447
156447,2019/05/13 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22982.0,26917.0,,156448
156448,2019/05/13 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17179.0,19746.0,,156449
156449,2019/05/13 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16257.0,20434.0,,156450
156450,2019/05/13 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11620.0,15010.0,,156451
156451,2019/05/13 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15573.0,18559.0,,156452
156452,2019/05/13 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12157.0,14627.0,,156453
156453,2019/05/13 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6457.0,8221.0,,156454
156454,2019/05/13 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4669.0,5830.0,,156455
156484,2019/05/13 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,42349.0,43146.0,,156485
156485,2019/05/13 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,28318.0,28673.0,,156486
156820,2019/05/11 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,43473.0,44851.0,,156821
156857,2019/05/10 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16319.0,19952.0,,156858
156913,2019/05/12 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,51331.0,56179.0,,156914
156914,2019/05/12 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,47020.0,48582.0,,156915
156915,2019/05/12 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,17469.0,19967.0,,156916
156916,2019/05/12 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,10915.0,13666.0,,156917
156917,2019/05/12 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13526.0,16205.0,,156918
156918,2019/05/12 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,5519.0,6367.0,,156919
156943,2019/05/12 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,33598.0,34248.0,,156944
156999,2019/05/10 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,112096.0,122424.0,,157000
157000,2019/05/10 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99704.0,106490.0,,157001
157001,2019/05/10 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,89465.0,95688.0,,157002
157002,2019/05/10 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,69536.0,76794.0,,157003
157003,2019/05/10 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23269.0,27181.0,,157004
157004,2019/05/10 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17374.0,20235.0,,157005
157054,2019/05/10 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12378.0,15096.0,,157055
157055,2019/05/10 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14908.0,18120.0,,157056
157056,2019/05/10 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11060.0,13052.0,,157057
157057,2019/05/10 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6223.0,7278.0,,157058
157058,2019/05/10 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4447.0,5068.0,,157059
157087,2019/05/10 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,41848.0,43436.0,,157088
157088,2019/05/10 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,26973.0,28690.0,,157089
157187,2019/05/11 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,65027.0,72659.0,,157188
157188,2019/05/11 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,64867.0,68178.0,,157189
157189,2019/05/11 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,27579.0,31400.0,,157190
157190,2019/05/11 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15178.0,19629.0,,157191
157191,2019/05/11 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,19698.0,23630.0,,157192
157192,2019/05/11 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6123.0,7154.0,,157193
157320,2019/05/09 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,98601.0,106192.0,,157321
157321,2019/05/09 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,91588.0,99654.0,,157322
157322,2019/05/09 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,81289.0,85166.0,,157323
157323,2019/05/09 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,66531.0,69265.0,,157324
157324,2019/05/09 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22193.0,26925.0,,157325
157325,2019/05/09 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17434.0,20340.0,,157326
157326,2019/05/09 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15726.0,20126.0,,157327
157327,2019/05/09 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12371.0,15184.0,,157328
157328,2019/05/09 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,13900.0,17527.0,,157329
157329,2019/05/09 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10573.0,12666.0,,157330
157330,2019/05/09 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6383.0,8150.0,,157331
157331,2019/05/09 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4034.0,4932.0,,157332
157359,2019/05/09 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39325.0,41735.0,,157360
157360,2019/05/09 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27130.0,28241.0,,157361
157690,2019/05/08 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,112374.0,121331.0,,157691
157691,2019/05/08 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,99786.0,105353.0,,157692
157692,2019/05/08 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,88241.0,94444.0,,157693
157693,2019/05/08 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,75422.0,79162.0,,157694
157694,2019/05/08 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,22417.0,25832.0,,157695
157695,2019/05/08 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,18177.0,20810.0,,157696
157696,2019/05/08 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,14807.0,19046.0,,157697
157697,2019/05/08 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11444.0,14790.0,,157698
157698,2019/05/08 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,15478.0,18937.0,,157699
157699,2019/05/08 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,10717.0,12688.0,,157700
157700,2019/05/08 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6914.0,8332.0,,157701
157701,2019/05/08 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,3945.0,4636.0,,157702
157925,2019/05/08 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,39775.0,42603.0,,157926
157926,2019/05/08 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27738.0,28398.0,,157927
158256,2019/05/07 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,OFF_PEAK,Passenger Wait Time,111483.0,122045.0,,158257
158257,2019/05/07 04:00:00+00,Red,,,Rapid Transit,Red Line,Rail,PEAK,Passenger Wait Time,100884.0,106181.0,,158258
158259,2019/05/07 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,OFF_PEAK,Passenger Wait Time,89486.0,95451.0,,158260
158260,2019/05/07 04:00:00+00,Orange,,,Rapid Transit,Orange Line,Rail,PEAK,Passenger Wait Time,76725.0,79368.0,,158261
158261,2019/05/07 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,23935.0,27126.0,,158262
158262,2019/05/07 04:00:00+00,Green-E,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,17128.0,19940.0,,158263
158263,2019/05/07 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16811.0,19961.0,,158264
158264,2019/05/07 04:00:00+00,Green-D,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,12614.0,15117.0,,158265
158265,2019/05/07 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,16437.0,19063.0,,158266
158266,2019/05/07 04:00:00+00,Green-C,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,11969.0,14003.0,,158267
158267,2019/05/07 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,OFF_PEAK,Passenger Wait Time,6778.0,8035.0,,158268
158268,2019/05/07 04:00:00+00,Green-B,,,Rapid Transit,Green Line,Rail,PEAK,Passenger Wait Time,4358.0,5319.0,,158269
158297,2019/05/07 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,40168.0,43327.0,,158298
158298,2019/05/07 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,PEAK,Passenger Wait Time,27721.0,28652.0,,158299
158619,2019/05/06 04:00:00+00,Blue,,,Rapid Transit,Blue Line,Rail,OFF_PEAK,Passenger Wait Time,42151.0,43427.0,,158620
